artist id,artist name,id,key,energy,liveness,tempo,speechiness,acousticness,instrumentalness,mode,time signature,duration,loudness,audio md5,valence,danceability,title,
AR9ROYN1187FB4D9F1,Survivor,SOBUKVV131343971DB,9,0.734464,0.057495,97.987,0.026406,0.036168,1.10E-05,0,4,229.77333,-5.28,,0.647204,0.630532,Burning Heart,
ARCC6F01187B9B0C19,Young MC,SOERBGZ14568CBBCCF,4,0.770887,0.063611,116.969,0.127454,0.049624,1.00E-06,0,4,263.91406,-7.589,,0.727531,0.945709,Bust A Move,
AR7Q0O91187FB4DBE7,Plies,SOGLJZI1311AFE62D4,5,0.799812,0.34888,79.038,0.08296,0.043488,0,0,4,230.79955,-6.874,5df1a536e9f1c6fab4f3084fa238a56e,0.812987,0.685855,Bust It Baby Part 2,
ARNDQQ41187B9AE635,Crazy Town,SOADRNK1313438E2B3,9,0.733559,0.082438,103.5,0.094365,0.008084,1.00E-06,0,4,215.02667,-8.338,,0.676251,0.725836,Butterfly,
AR0DVRJ1187B98CBF5,The Pussycat Dolls,SOHLLUS136ED6B5B70,2,0.823698,0.282936,210.83,0.281714,0.163559,0,1,4,225.56,-4.385,,0.456689,0.570635,Buttons,
ARFO97B1187B9B67EF,T-Pain,SOJSNUX13A94C02ADA,1,0.245668,0.048295,81.645,0.198361,0.002085,0,1,4,170.34404,-19.754,2a64ec2d3021b8f38cf51b9b7f61dfa0,0.66177,0.723702,Buy U A Drank,
Bye Bye Bye,'N Sync, unable to get info,,,,,,,,,,,,,,,,
C Mon And Get My Love,D-Mob, unable to get info,,,,,,,,,,,,,,,,
ARTXEO61187B9AC601,B*Witched,SOELOEZ13600D6BF4C,7,0.943533,0.07756,108.982,0.031737,0.108055,0.000101,1,4,171.6176,-3.87,,0.92392,0.693898,C'est La Vie,
ARC5G6X1187B99968E,Robbie Nevil,SOXLQNS13B104A8C9A,7,0.905919,0.486614,101.971,0.032905,0.159239,4.00E-06,1,4,229.97288,-8.406,21083e06e3579d5ada1bb911aec75e15,0.974406,0.716105,C'est La Vie,
ARK68931187FB3B3BE,Quad City DJ's,SOWKPNU12AF72A3F74,6,0.889112,0.905452,136.002,0.065695,0.117199,0,0,4,197.10621,-9.969,6fea28f2528d4624c5e7153e78a29468,0.960484,0.827753,C'Mon N Ride It,
ARCFQWM1187B9B88C7,David Lee Roth,SOKTSPD1373762758B,1,0.776147,0.069332,115.546,0.036837,0.498325,0,0,4,166.57333,-5.995,,0.687532,0.553722,California Girls,
AR0IVTL1187B9AD520,Katy Perry,SODTQNR13597668C68,0,0.781953,0.207561,124.994,0.056882,0.004683,0,1,4,233.06667,-3.089,,0.440837,0.792346,California Gurls,
ARRWGYU12086C17800,Carly Rae Jepsen,SOMYIFR142F0163DFD,7,0.75594,0.148336,127.971,0.029648,0.000285,0.015722,1,4,243.77424,-7.382,7bc017025613bcf9dec2ce00ca69bfd9,0.712411,0.586616,Call Me Maybe,
ARVXU2X1187B9AE6D8,Evanescence,SOCOVBU13AA500BF88,7,0.879826,0.304687,93.439,0.05572,0.002566,0,1,4,214.70621,-4.122,71baab4e75dab3e07399eb4d393742a9,0.287928,0.44278,Call Me When You're Sober,
AR2SHU51187FB5CDC0,Tevin Campbell,SOBXDWW13B0E741462,2,0.711224,0.044623,172.365,0.042526,0.075924,1.80E-05,0,4,284.58667,-7.424,,0.619554,0.658169,Can We Talk,
ARTB3OO1187FB49BDA,Elton John,SOFDJGS12AF72ACACB,10,0.316699,0.101759,123.716,0.030656,0.809832,4.50E-05,1,4,243.70667,-9.824,,0.134862,0.308344,Can You Feel The Love Tonight,
ARYAVBS1187FB5B46C,Miley Cyrus,SOBSNTF13B1C87D28E,9,0.582894,0.210366,120.446,0.136553,0.057728,0,0,4,162.24608,-15.746,86d4e6d1b0e930c8a5d3723bbb003eee,0.723634,0.61717,Can't Be Tamed,
